id,data,esg_type,promise_status,promise_string,verification_timeline,evidence_status,evidence_string,evidence_quality
10470,為了確保貨物運送能安全地送達世界各地，陽明海運嚴格遵守各項國際公約，如「國際海上人命安全公約」(SOLAS)、「防止船舶污染國際公約」(MARPOL)、「國際貨櫃安全公約」(International Convention for Safe Containers)、「國際海運危險品章程」(IMDG CODE) 等規定，並配合各國港口貨品及危險品的法律規範來安排與運輸貨品。除遵守公約及法規外，本公司於運輸過程導入 WNI 專業氣象導航系統，以取得最安全航線建議，並要求執行系統之同仁皆須通過各項教育訓練，對於運輸安全及專業系統及軟體有完整的認識及操作。綜合上述多重把關，有效確保本公司貨櫃運輸的安全性，針對進入高風險區域船舶啟動風險控制機制以及通報等安全措施。,S,Yes,陽明海運嚴格遵守各項國際公約，如「國際海上人命安全公約」(SOLAS)、「防止船舶污染國際公約」(MARPOL)、「國際貨櫃安全公約」(International Convention for Safe Containers)、「國際海運危險品章程」(IMDG CODE) 等規定，,already,Yes,並配合各國港口貨品及危險品的法律規範來安排與運輸貨品。除遵守公約及法規外，本公司於運輸過程導入 WNI 專業氣象導航系統，以取得最安全航線建議，並要求執行系統之同仁皆須通過各項教育訓練，對於運輸安全及專業系統及軟體有完整的認識及操作。綜合上述多重把關，有效確保本公司貨櫃運輸的安全性，針對進入高風險區域船舶啟動風險控制機制以及通報等安全措施。,Clear
10471,董事會為陽明海運最高決策中心及治理單位，負責監督本公司整體營運管理並確保所有股東的永續責任，以實現永續經營的目標，促進整體經濟、環境和社會的進步。為確保企業經營者的責任、保障股東的合法權益，兼顧其他相關利害關係人的利益，董事會持續監督並協助公司管理運作，並加強公司治理事項的實踐。董事會旗下設立審計委員會、薪資報酬委員會、風險管理委員會及提名委員會等功能性委員會，期盼經由各功能性委員會，協助董事會履行其監督職責，制定或修改公司治理相關規章制度，使各功能性委員會發揮預審功能，並確保獨立董事發揮專業性和保持獨立性。,G,Yes,負責監督本公司整體營運管理並確保所有股東的永續責任，以實現永續經營的目標，促進整體經濟、環境和社會的進步。,between_2_and_5_years,Yes,董事會持續監督並協助公司管理運作，並加強公司治理事項的實踐。董事會旗下設立審計委員會、薪資報酬委員會、風險管理委員會及提名委員會等功能性委員會，期盼經由各功能性委員會，協助董事會履行其監督職責，制定或修改公司治理相關規章制度，使各功能性委員會發揮預審功能，並確保獨立董事發揮專業性和保持獨立性。,Clear
10472,其他廠區：各據點亦持續依據當地法規與實際營運情況建置員工溝通機制，並由當地管理單位視需求推動區域性溝通活動，透過定期部門會議、員工座談、意見箱或線上回饋管道等方式蒐集員工建議，並視實際可行性由管理單位統一彙整與後續處理，確保員工意見獲得妥善回應與處理，逐步強化整體溝通文化與組織凝聚力。針對特定議題或政策調整，部分廠區會邀請員工代表參與意見諮詢，作為內部溝通的補充參考。未來亦將持續鼓勵各地廠區依據營運規模與組織特性，逐步優化在地化溝通與回饋機制，強化組織與員工間的互信基礎。,S,Yes,未來亦將持續鼓勵各地廠區依據營運規模與組織特性，逐步優化在地化溝通與回饋機制，強化組織與員工間的互信基礎。,between_2_and_5_years,Yes,各據點亦持續依據當地法規與實際營運情況建置員工溝通機制，並由當地管理單位視需求推動區域性溝通活動，透過定期部門會議、員工座談、意見箱或線上回饋管道等方式蒐集員工建議，並視實際可行性由管理單位統一彙整與後續處理，確保員工意見獲得妥善回應與處理，逐步強化整體溝通文化與組織凝聚力。,Clear
10473,豐田母廠設定 2050 年環境願景的 6 大挑戰，朝向落實環境政策與產業永續發展而努力。和泰汽車以“碳中和”為終極目標，推動各項環境管理業務，逐步完成此 6 大挑戰，此外還包含強化環管組織及方針管理、建立環管資訊系統、落實環保文化，以及對外揭露資訊，達成環保評鑑 NO.1 的目標。,E,Yes,以“碳中和”為終極目標，推動各項環境管理業務，逐步完成此 6 大挑戰，,longer_than_5_years,Yes,此外還包含強化環管組織及方針管理、建立環管資訊系統、落實環保文化，以及對外揭露資訊，達成環保評鑑 NO.1 的目標。,Clear
10474,每年依據員工健康檢查異常分析、健康管理成效、流行病學與問卷回饋，擬定年度健康管理計畫書並規劃各項健促活動。執行健康檢查後，對於健康檢查報告異常或有潛在風險之同仁，進行健檢結果異常分級管理及追蹤，包含提供複檢、護理師追蹤關懷、醫師臨場服務諮詢等。辦理健康講座及健促活動後，分析及統計其成效及滿意度，並且進行檢視與改善。玉山關懷同仁的身體健康，亦重視心理健康與壓力管理，與華人心理治療研究發展基金會合作，提供員工協助方案 (EAP) 心理諮商服務，且辦理多元心理健康活動，提供正向紓解壓力管道，了解如何面對壓力。,S,Yes,每年依據員工健康檢查異常分析、健康管理成效、流行病學與問卷回饋，擬定年度健康管理計畫書並規劃各項健促活動。,already,Yes,執行健康檢查後，對於健康檢查報告異常或有潛在風險之同仁，進行健檢結果異常分級管理及追蹤，包含提供複檢、護理師追蹤關懷、醫師臨場服務諮詢等。辦理健康講座及健促活動後，分析及統計其成效及滿意度，並且進行檢視與改善。玉山關懷同仁的身體健康，亦重視心理健康與壓力管理，與華人心理治療研究發展基金會合作，提供員工協助方案 (EAP) 心理諮商服務，且辦理多元心理健康活動，提供正向紓解壓力管道，了解如何面對壓力。,Clear
10475,陽明海運秉持著節能減排達成環境永續之核心理念，1996 年成為國內第一家取得 ISM 認證的航商，2004 年取得 ISO 14001 環境管理系統認證範疇包含七堵總公司、台灣營業部、基隆分公司 (含貨櫃場)、台中分公司、高雄分公司及自有船隊，營業據點覆蓋率 100%，由最高管理階層董事長負責核准環境管理政策並指派代表負責督導管理系統推動、制度改善及行動方案執行情形，每年定期召開 ISO/ISM 管理審查會議向董事長及高階經理人報告推動績效，並由稽核室進行內部稽核及委由外部查證機構執行第三方驗證，持續推動綠色運輸、數位低碳轉型、永續供應鏈管理、管控環境風險，並致力於保護海洋生態、減少碳排放及空氣的污染，與地球環境共創永續未來。,E,Yes,秉持著節能減排達成環境永續之核心理念，,between_2_and_5_years,Yes,1996 年成為國內第一家取得 ISM 認證的航商，2004 年取得 ISO 14001 環境管理系統認證範疇包含七堵總公司、台灣營業部、基隆分公司 (含貨櫃場)、台中分公司、高雄分公司及自有船隊，營業據點覆蓋率 100%，,Clear
10476,TCFD 將氣候風險分為「轉型風險」和「實體風險」，前者為低碳轉型時，因法規、技術、市場偏好轉變所產生之風險；後者則為氣候變遷造成之極端氣候與災害對企業的影響。本集團預期氣候變遷相關領域的研究及方法學將會不斷演進與發展，故定期參考國內外資訊，亦會每年檢視評估的假設基礎。氣候風險部分係由風險管理部審視和分類集團可能面臨的風險，而氣候機會部分則由綜合企劃部統籌整合市場轉型中的潛在機會，同時亦請各子公司依其業務性質協助評估各業態之氣候風險與機會。本年度所鑑別出的 8 項風險、8 項機會係根據財務影響程度、影響期間進行排序和建立矩陣，並針對財務重大性項目擬定因應措施與策略，以提升集團對整體氣候風險與機會之調適能力。,E,Yes,以提升集團對整體氣候風險與機會之調適能力。,between_2_and_5_years,Yes,本年度所鑑別出的 8 項風險、8 項機會係根據財務影響程度、影響期間進行排序和建立矩陣，並針對財務重大性項目擬定因應措施與策略，,Clear
10477,聯發科技為管理資訊安全風險之目的，成立資訊安全委員會，由共同營運長及公司執行副總經理暨財務長擔任召集人，定期檢討資通安全、產品安全以及資料安全的執行情況，每半年至少召開一次，並得視資安風險管理需要隨時召開會議，並每年定期向董事會報告資訊安全檢查情形。,G,Yes,聯發科技為管理資訊安全風險之目的，成立資訊安全委員會，定期檢討資通安全、產品安全以及資料安全的執行情況，並每年定期向董事會報告資訊安全檢查情形。,already,No,,N/A
10478,"自 2024 年 7 月起優化客戶臨櫃的「身分辨識暨錄影作業」，透過 OCR 辨識，由系統自動比對內政部網站的身分證有效性驗證結果，並由系統合併身分證明文件影像以及身分證驗證結果 PDF 檔後，自動匯入該次申請案件，取代人工證件影印、資料輸入查詢比對、列印、文件掃描暨歸檔作業，減少人工作業及紙本。於 2024 年已有 72,505 件臨櫃身分驗證以系統自動 OCR 辨識比對，並減少 72,505 張紙，減少碳排量約 1,569 公斤。",E,Yes,透過 OCR 辨識，由系統自動比對內政部網站的身分證有效性驗證結果，取代人工證件影印、資料輸入查詢比對、列印、文件掃描暨歸檔作業，減少人工作業及紙本。,already,Yes,"於 2024 年已有 72,505 件臨櫃身分驗證以系統自動 OCR 辨識比對，並減少 72,505 張紙，減少碳排量約 1,569 公斤。",Clear
10479,台積公司自民國 109 年加入 RE100，推動百萬瓩級再生能源，並將 RE100 目標提前至民國 129 年，展現其可擴展性與商業價值。期待持續合作，促進清潔能源使用與能源轉型。,E,Yes,台積公司自民國 109 年加入 RE100，推動百萬瓩級再生能源，並將 RE100 目標提前至民國 129 年，展現其可擴展性與商業價值。,longer_than_5_years,No,,N/A
10480,自 2011 年起，基金會支持青少年表演藝術聯盟舉辦「花樣年華全國青少年戲劇節」，這是全國規模最大的高中生戲劇創作比賽；透過半年的賽程與專業課程，陪伴青少年在劇場中探索自我，學習溝通、合作與互助。今年的主題《活著》吸引全台 70 所學校、超過 400 名學生參與，並結合在地劇團與劇場工作者的力量，跨區攜手培育高中生創作，透過戲劇表達他們對生存的思考與對未來的期許。戲劇節不僅提升學生的創造力、表達力與行動力，更透過團隊合作讓青少年反思自我、認識社會，學會同理他人與接納自己。戲劇節以劇場為平台，讓青少年藉由創作找到人生的目標與夢想，並為青春留下深刻而有意義的印記。,S,Yes,透過半年的賽程與專業課程，陪伴青少年在劇場中探索自我，學習溝通、合作與互助。,already,Yes,透過半年的賽程與專業課程，陪伴青少年在劇場中探索自我，學習溝通、合作與互助。戲劇節不僅提升學生的創造力、表達力與行動力，更透過團隊合作讓青少年反思自我、認識社會，學會同理他人與接納自己。戲劇節以劇場為平台，讓青少年藉由創作找到人生的目標與夢想，並為青春留下深刻而有意義的印記。,Clear
10481,依據國內外信用評等機構發布之信用評等報告，本集團於臺灣銀行業中擁有良好市場地位與穩固之企業基礎，另核心子公司合庫銀行資本水準為強健等級，資金來源與流動性結構分別為強及允當等級，評等展望皆維持「穩定」，顯示本集團具備市場競爭優勢與公司治理表現優異，值得客戶及投資人信賴。,G,No,,N/A,No,,N/A
10482,"提供高齡者全方位的人身風險保障，涵蓋癌症、身故、完全失能、完全失能扶助、重大燒燙傷、重大傷害失能安養金、特定意外傷害事故加倍等保障。截至 2024 年底之高齡化保險商品契約（含投資型年金、利變型年金、長期照顧保險、小額終老）合計 29,228 件、保費 321.06 億元。",S,Yes,提供高齡者全方位的人身風險保障，涵蓋癌症、身故、完全失能、完全失能扶助、重大燒燙傷、重大傷害失能安養金、特定意外傷害事故加倍等保障。,already,Yes,"截至 2024 年底之高齡化保險商品契約（含投資型年金、利變型年金、長期照顧保險、小額終老）合計 29,228 件、保費 321.06 億元。",Clear
10483,責任採購  採購不道德礦產之風險  • 盡責調查  • 鼓勵冶煉廠投入負責任礦產確保計畫書  供應鏈之未合規風險  • 要求供應商承諾遵守 RBA 行為準則  • 新供應商評鑑與年度供應商 CSR 稽核,S,Yes,要求供應商承諾遵守 RBA 行為準則  • 新供應商評鑑與年度供應商 CSR 稽核,between_2_and_5_years,No,,N/A
10484,集團致力於推動可持續發展，積極導入可持續原材料的選擇與管理機制，依據以下幾項核心原則，持續優化產品設計與供應鏈管理：,S;E,Yes,集團致力於推動可持續發展，積極導入可持續原材料的選擇與管理機制，,between_2_and_5_years,No,,N/A
10485,2023年無發生重大資安情事，而2024年度重大資通安全事件、可能影響及因應措施：本公司於2024年9月13日遭受DDOS攻擊，導致官網網站服務影響，本次DDOS攻擊事件對公司營運無重大影響，無發生資訊外洩之情事，於事發當下已立即啟動資安相關防禦機制與復原作業，後續持續強化網路與資訊管控以確保資料安全，並依規定完成重訊發布。,G,Yes,並依規定完成重訊發布。,already,Yes,本公司於2024年9月13日遭受DDOS攻擊，導致官網網站服務影響，本次DDOS攻擊事件對公司營運無重大影響，無發生資訊外洩之情事，於事發當下已立即啟動資安相關防禦機制與復原作業，後續持續強化網路與資訊管控以確保資料安全，,Clear
10486,和碩定期針對所有重要營運據點進行營運與財務等相關風險評估，鑑別出的重大風險包含銷貨和採購，並依其風險評估結果進行相關控制作業。對不誠信行為風險較高之營業活動，我們建立有效之會計制度及內部控制制度，並隨時檢討，內部稽核單位亦依據風險評估結果擬訂年度稽核計畫，據以執行查核，並作成稽核報告提報董事會。對於內部稽核單位依申訴或舉發發還反誠信經營規定及參與調查過程之人員，公司訂定受理檢舉事項之作業程序，對檢舉人身分及檢舉內容確實保密，以避免遭受不公平的對待或報復，2024年並未發生涉及洩漏公司商業機密等違反工作規則及道德行為準則之案件。,G,Yes,建立有效之會計制度及內部控制制度，並隨時檢討，,between_2_and_5_years,Yes,內部稽核單位亦依據風險評估結果擬訂年度稽核計畫，據以執行查核，並作成稽核報告提報董事會。對於內部稽核單位依申訴或舉發發還反誠信經營規定及參與調查過程之人員，公司訂定受理檢舉事項之作業程序，對檢舉人身分及檢舉內容確實保密，以避免遭受不公平的對待或報復，2024年並未發生涉及洩漏公司商業機密等違反工作規則及道德行為準則之案件。,Clear
10487,世芯電子為落實資訊安全管理，確保資訊的機密性、完整性與可用性，制定《資訊安全控管作業指導書》。本公司透過對資訊安全的管理制度，規範資訊安全事件的預防和處置工作，降低資訊安全帶來的風險和損失。管理項目包含資訊機房門禁管制、資訊使用需求申請、使用者權限設定、資訊安全作業的宣導、合法軟體安裝、資料備份及異地存放、災害復原及緊急應變措施與 IDC 核心機房巡檢等。2024 年世芯電子未發生重大資安事件，亦無發生侵犯客戶隱私或遺失客戶資料的投訴事件。,G,Yes,為落實資訊安全管理，確保資訊的機密性、完整性與可用性，制定《資訊安全控管作業指導書》。,already,Yes,管理項目包含資訊機房門禁管制、資訊使用需求申請、使用者權限設定、資訊安全作業的宣導、合法軟體安裝、資料備份及異地存放、災害復原及緊急應變措施與 IDC 核心機房巡檢等。2024 年世芯電子未發生重大資安事件，亦無發生侵犯客戶隱私或遺失客戶資料的投訴事件。,Clear
10488,"光寶持續提升能源使用效率，在能源使用上進行設備改善與採取不同節能手法，在節約能源底下同時增加生產產量，有效提升生產效率。光寶共 10 處生產據點取得 ISO 50001 能源管理系統認證，搭配節能計畫降低生產用電量提升產品生產效率，並使用 EnPI 的管理，分析與管理耗能與生產的規律。在 2024 年度共計執行 20 項節能措施，共計節能 798 萬度 (kWh)，約減碳 3,765 公噸。",E,Yes,光寶持續提升能源使用效率，在能源使用上進行設備改善與採取不同節能手法，在節約能源底下同時增加生產產量，有效提升生產效率。,already,Yes,"光寶共 10 處生產據點取得 ISO 50001 能源管理系統認證，搭配節能計畫降低生產用電量提升產品生產效率，並使用 EnPI 的管理，分析與管理耗能與生產的規律。在 2024 年度共計執行 20 項節能措施，共計節能 798 萬度 (kWh)，約減碳 3,765 公噸。",Clear
10489,"光寶營運與生產據點能源使用以外購電力為大宗，蒸氣為其次，總間接能源使用占光寶能源使用 97% 以上；直接能源使用之化石燃料包括柴油、汽油、天然氣、液化石油氣 (LPG)、乙炔，主要用於緊急發電機、堆高機、公務車、餐廳與宿舍鍋爐等。2024 年光寶能源使用為 1,134,673 千兆焦耳 (GJ)，較 2023 年上升 19,786 GJ ( 上升 1.8%)，能源消耗強度為 9.05 GJ/ 百萬臺幣，較 2023 年能源消耗強度上升 11.3%，主要源於公司新廠進駐、能源使用及提升自動化政策。",E,Yes,提升自動化政策。,between_2_and_5_years,Yes,"2024 年光寶能源使用為 1,134,673 千兆焦耳 (GJ)，較 2023 年上升 19,786 GJ ( 上升 1.8%)，能源消耗強度為 9.05 GJ/ 百萬臺幣，較 2023 年能源消耗強度上升 11.3%，主要源於公司新廠進駐、能源使用及",Clear
10490,凱基人壽成立公平待客委員會，定期將公平待客相關措施彙整及呈報董事會審閱。凱基人壽設有專責單位，由副總級主管領導，綜理「公平待客委員會」會務，透過全體員工設定顧客相關之績效考核指標項目，深化同仁公平待客工作文化。董事自評考核項目中，增加「重視關注ESG議題」以及「積極推動公平待客原則」考核項目。,S,Yes,凱基人壽成立公平待客委員會，深化同仁公平待客工作文化。,already,Yes,凱基人壽成立公平待客委員會，定期將公平待客相關措施彙整及呈報董事會審閱。凱基人壽設有專責單位，由副總級主管領導，綜理「公平待客委員會」會務，透過全體員工設定顧客相關之績效考核指標項目，董事自評考核項目中，增加「重視關注ESG議題」以及「積極推動公平待客原則」考核項目。,Clear
10491,兆豐集團配合非核家園、能源轉型及環境減排等政府政策，訂定短期目標協助綠色產業業者取得營運所需資金，並發展數位金融商品與服務，降低價值鏈碳排放量。中長期目標則希望結合各子公司力量推動對環境友善的規範措施，引導實體產業、投資人、消費者重視 ESG，以降低對氣候敏感產業投資與融資的風險。兆豐集團於 2023 年首次承諾退出煤炭相關產業，為深化集團支持能源轉型之決心，2024 年《兆豐金融集團煤炭及非傳統油氣業撤資管理要點》提出集團逐步撤資計畫書 (Phase-out Plan)，擴大脫碳政策涵蓋範圍至煤炭及非傳統油氣業之供應鏈，實現最晚於 2040 年全面退出煤炭及非傳統油氣業投融資目標。,E,Yes,兆豐集團配合非核家園、能源轉型及環境減排等政府政策，訂定短期目標協助綠色產業業者取得營運所需資金，並發展數位金融商品與服務，降低價值鏈碳排放量。,between_2_and_5_years,Yes,中長期目標則希望結合各子公司力量推動對環境友善的規範措施，引導實體產業、投資人、消費者重視 ESG，以降低對氣候敏感產業投資與融資的風險。兆豐集團於 2023 年首次承諾退出煤炭相關產業，為深化集團支持能源轉型之決心，2024 年《兆豐金融集團煤炭及非傳統油氣業撤資管理要點》提出集團逐步撤資計畫書 (Phase-out Plan)，擴大脫碳政策涵蓋範圍至煤炭及非傳統油氣業之供應鏈，實現最晚於 2040 年全面退出煤炭及非傳統油氣業投融資目標。,Clear
10492,落實公司治理並提升董事會功能，依上市上櫃公司治理實務守則制定「董事會績效評估辦法」，建立績效目標以加強董事會運作效率。世芯每年執行內部董事會績效評估一次，每三年由外部專業獨立機構或外部專家學者團隊執行一次，並應於次一年度第一季結束前完成。,G,Yes,依上市上櫃公司治理實務守則制定「董事會績效評估辦法」，建立績效目標以加強董事會運作效率。,between_2_and_5_years,Yes,世芯每年執行內部董事會績效評估一次，每三年由外部專業獨立機構或外部專家學者團隊執行一次，並應於次一年度第一季結束前完成。,Clear
10493,"2024年初步調查分析結果顯示，和平礦區16年來不同年份復育之礦區土壤，其總有機碳含量，皆較都市公園環境高。其中，復育達3年之復育區–海拔1,060公尺，經過表土覆蓋與植生復育後，總有機碳含量較海拔1,020公尺之復育區，上升1.3倍，顯示礦區經復育管理後，確實有助於提高土壤的碳匯能力。為確認新工法復育成效，2025年將再次進行土壤分析，檢測土質變化，調查結果預計發布於台泥官方網站ESG專區。2025年將再次精進復育方式，嘗試提高苗木存活率，加速恢復生物多樣性之進程。",E,Yes,2025年將再次精進復育方式，嘗試提高苗木存活率，加速恢復生物多樣性之進程。,within_2_years,Yes,2025年將再次進行土壤分析，檢測土質變化，調查結果預布於台泥官方網站ESG專區。,Clear
10494,為建立友善職場，避免職場霸凌等不法侵害事件發生，兆豐金控及子公司內部皆設置申訴專線或電子信箱，並依內部流程進行案件處理。以兆豐銀行為例，遭受疑似職場不法侵害之案件，若屬外部不法侵害事件，單位之權責主管應視事件性質與嚴重性妥適處理，必要時得尋求警方調查與處理，並由公司提供受害工作者相關法律協助。若屬內部不法侵害，由勞安科召集事件發生單位之職業安全衛生業務主管 (或單位指定人員) 及工會指派之代表後，採以保密、客觀及公正原則，啟動調查處理事宜。調查結束後，將調查資料，由總務處勞安科提報「職業安全衛生委員會」審議。經審議通過後，將該案會議紀錄轉請人力資源處，由該處依銀行「行員工作規則」、「行員獎懲準則」等相關規定處理。2024 年兆豐集團共接獲 12 件職場不法侵害通報，皆已依相關內部流程辦理。,S,Yes,為建立友善職場，避免職場霸凌等不法侵害事件發生，兆豐金控及子公司內部皆設置申訴專線或電子信箱，並依內部流程進行案件處理。,already,Yes,2024 年兆豐集團共接獲 12 件職場不法侵害通報，皆已依相關內部流程辦理。,Clear
10495,2018 年起本集團於內部推動《誠信經營守則承諾書》，承諾除遵守商業行為相關法令外，本集團員工於從事商業行為之過程中，不得做出任何不誠信行為，並應克盡善良管理人之注意義務，督促公司避免做出不誠信行為，確保誠信經營文化之落實。,G,Yes,本集團於內部推動《誠信經營守則承諾書》，承諾除遵守商業行為相關法令外，本集團員工於從事商業行為之過程中，不得做出任何不誠信行為，並應克盡善良管理人之注意義務，督促公司避免做出不誠信行為，確保誠信經營文化之落實。,longer_than_5_years,No,,N/A
10496,"長榮航空積極響應國際趨勢，設定淨零排放目標。經盤點，長榮航空環境足跡主要來自於航空器與地面運營之價值鏈活動所需之能源、資源與生態系統，在面對全球氣候緊急狀態，長榮航空已參照氣候相關財務揭露框架 (Task Force on Climate-Related Financial Disclosures, TCFD) 建構氣候治理機制，並於 2023 年 9 月自然相關財務揭露框架 (Taskforce on Nature-related Financial Disclosures, TNFD) 正式發佈後啟動整合程序，將自然生態足跡概念引入，以更全面性的思考於氣候行動之下融入自然正向 (Nature Positive) 的管理策略與行動。",E,Yes,設定淨零排放目標。,longer_than_5_years,Yes,"經盤點，長榮航空環境足跡主要來自於航空器與地面運營之價值鏈活動所需之能源、資源與生態系統，在面對全球氣候緊急狀態，長榮航空已參照氣候相關財務揭露框架 (Task Force on Climate-Related Financial Disclosures, TCFD) 建構氣候治理機制，並於 2023 年 9 月自然相關財務揭露框架 (Taskforce on Nature-related Financial Disclosures, TNFD) 正式發佈後啟動整合程序，將自然生態足跡概念引入，以更全面性的思考於氣候行動之下融入自然正向 (Nature Positive) 的管理策略與行動。",Clear
10497,台泥參考《聯合國全球盟約 UNGC》永續供應鏈指南及「ISO 20400永續採購指南」，評估供應鏈永續及人權風險，同時針對台灣水泥與製品廠之供應商優先導入歐盟環境暨人權盡職調查(CSDDD)書面審查，透過五大步驟推展供應鏈永續管理計畫，台泥持續以高標準檢視供應商永續作為，期與供應商建立長期互利共榮的伙伴關係。,S,Yes,台泥持續以高標準檢視供應商永續作為，期與供應商建立長期互利共榮的伙伴關係。,between_2_and_5_years,Yes,台泥參考《聯合國全球盟約 UNGC》永續供應鏈指南及「ISO 20400永續採購指南」，評估供應鏈永續及人權風險，同時針對台灣水泥與製品廠之供應商優先導入歐盟環境暨人權盡職調查(CSDDD)書面審查，透過五大步驟推展供應鏈永續管理計畫，,Clear
10498,## 風險與機會管理    廣達建構完整的氣候風險與機會管理機制，將集團總部與子公司全面納入管理範圍，依據公司營運特性及風險管理政策，系統性鑑別、分析、評估及回應氣候變遷所帶來的潛在衝擊，強化組織韌性並確保營運穩定性與策略目標的落實。透過氣候管理機制，廣達蒐集各事業單位對氣候風險與機會的觀察與評估，並加以彙總，依據發生時間、衝擊強度、可能性與影響範圍等因素，鑑別短、中、長期之氣候風險與機會。識別類型涵蓋實體風險 (如極端氣候事件、水資源不足等) 與轉型風險 (如法規變動、市場需求轉變與低碳技術挑戰)，同時也針對顧客行為轉變、替代運輸模式與再生能源應用等潛在機會進行評估與策略規劃。整體管理程序依循風險辨識、衡量、監控、報告與揭露、回應等五大面向進行，並依據公司治理架構由永續發展中心向總經理室直屬報告，確保氣候風險納入企業決策流程。相關鑑別結果及管理成效每年彙整揭露於永續報告書、年報及公司官網，並主動與利害關係人溝通，強化資訊透明度與外部信任基礎。,G,Yes,廣達建構完整的氣候風險與機會管理機制，將集團總部與子公司全面納入管理範圍，,between_2_and_5_years,Yes,透過氣候管理機制，廣達蒐集各事業單位對氣候風險與機會的觀察與評估，並加以彙總，依據發生時間、衝擊強度、可能性與影響範圍等因素，鑑別短、中、長期之氣候風險與機會。識別類型涵蓋實體風險 (如極端氣候事件、水資源不足等) 與轉型風險 (如法規變動、市場需求轉變與低碳技術挑戰)，,Clear
10499,因應國際趨勢綠色產業發展，低碳、綠色、ESG 較佳公司為未來市場的主流，本行可藉由透過永續鑑畫調查與議合，做出更精準的綠色投資，同時開拓綠色金融市場商機。,E,Yes,本行可藉由透過永續鑑畫調查與議合，做出更精準的綠色投資，同時開拓綠色金融市場商機。,between_2_and_5_years,No,,N/A
10500,元大金控身為「永續金融先行者聯盟」成員，不僅是企業資金的提供者，更是永續轉型的驅動引擎，偕同聯盟成員透過投融資的影響力，引領各產業實踐低碳轉型，截至 2023 年底聯盟成員針對高碳排企業完成議合的比率 92%。元大金控在「氣候金融作業要點」亦明確訂定撤資高碳排產業之時程，透過科學化的方法及風險管理機制逐步往淨零目標邁進。,E,Yes,透過科學化的方法及風險管理機制逐步往淨零目標邁進。,between_2_and_5_years,Yes,元大金控身為「永續金融先行者聯盟」成員，不僅是企業資金的提供者，更是永續轉型的驅動引擎，偕同聯盟成員透過投融資的影響力，引領各產業實踐低碳轉型，截至 2023 年底聯盟成員針對高碳排企業完成議合的比率 92%。元大金控在「氣候金融作業要點」亦明確訂定撤資高碳排產業之時程，,Clear
10501,風險評鑑程序參考 ISO/IEC 27005 資通安全風險管理實務指引，針對各項資通訊資產列出所有可能的威脅及弱點，如人員組織之調查，以及網路或主機之安全漏洞問題，以了解各項資通訊資產所暴露於威脅與弱點環境的程度。其中弱點值是指在現有控制措施之下，弱點脆弱度被利用之容易程度；威脅值是指在現有控制措施之下，威脅利用弱點發生之機率；再鑑別衝擊值，指威脅利用弱點對資產造成影響之程度；最後計算出資訊安全系統脆弱度的風險值，以進行後續風險處理程序。相關內容已納入資安管理之SOP-「ISMS-001資通安全管理作業規範與程序」制度中。,S,Yes,相關內容已納入資安管理之SOP-「ISMS-001資通安全管理作業規範與程序」制度中。,already,Yes,風險評鑑程序參考 ISO/IEC 27005 資通安全風險管理實務指引，針對各項資通訊資產列出所有可能的威脅及弱點，如人員組織之調查，以及網路或主機之安全漏洞問題，以了解各項資通訊資產所暴露於威脅與弱點環境的程度。其中弱點值是指在現有控制措施之下，弱點脆弱度被利用之容易程度；威脅值是指在現有控制措施之下，威脅利用弱點發生之機率；再鑑別衝擊值，指威脅利用弱點對資產造成影響之程度；最後計算出資訊安全系統脆弱度的風險值，以進行後續風險處理程序。,Clear
10502,長期計畫：  進一步與 ERP 資料（如 Backlog、Shipment）即時同步至 Salesforce，並以多系統整合的方式呈現客戶關鍵指標（如贏單率、客戶終身價值、平均折扣、進行中的商機數量）。此舉不僅減少紙本的使用，也能精準追蹤業績表現，節約資源進而降低碳排放，體現環境面的永續理念。,G,Yes,進一步與 ERP 資料（如 Backlog、Shipment）即時同步至 Salesforce，並以多系統整合的方式呈現客戶關鍵指標（如贏單率、客戶終身價值、平均折扣、進行中的商機數量）。此舉不僅減少紙本的使用，也能精準追蹤業績表現，節約資源進而降低碳排放，體現環境面的永續理念。,longer_than_5_years,Yes,減少紙本的使用，也能精準追蹤業績表現，節約資源進而降低碳排放，體現環境面的永續理念。,Clear
10503,"永康宿舍大樓空調冰水主機節能專案    年節省用電量 246,205 度 (KWh)；減少 0.8863 兆焦耳 (TJ) 之能源使用量；降低 121.63 噸 CO₂e 排放；年度節省費用 0.76 百萬元。  永康宿舍大樓汰換高耗能的 120RT 冰水機 ( 單位能耗 1.15KW/RT )，置換為永磁式 120RT 冰水機 ( 單機能耗 0.63KW/RT )。永康宿舍大樓改善後平均單位能耗較未加裝時約下降 45%。",E,Yes,永康宿舍大樓改善後平均單位能耗較未加裝時約下降 45%。,already,Yes,"永康宿舍大樓空調冰水主機節能專案    年節省用電量 246,205 度 (KWh)；減少 0.8863 兆焦耳 (TJ) 之能源使用量；降低 121.63 噸 CO₂e 排放；年度節省費用 0.76 百萬元。  永康宿舍大樓汰換高耗能的 120RT 冰水機 ( 單位能耗 1.15KW/RT )，置換為永磁式 120RT 冰水機 ( 單機能耗 0.63KW/RT )。",Clear
